goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Pittsburgh,PA,40.4567754,-79.966461,4.5,55,112,TRUE,full_bar,average,,1,,,yes,FALSE,,
1,Surprise,AZ,33.6242652,-112.4249672,3.5,18,85,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.4483266,-112.0735793,3,59,165,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,40.4411888,-79.9988332,3.5,73,91,FALSE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,TRUE
1,Phoenix,AZ,33.5088898,-112.046771,2,64,145,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Apache Junction,AZ,33.415619,-111.563683,4.5,17,17,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.6770533,-111.9772656,3.5,17,374,TRUE,none,,,2,,TRUE,,,,
0,Phoenix,AZ,33.306,-111.997922,2.5,9,30,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.176106,-80.799651,3,18,188,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.056075,-115.280912,4,52,332,FALSE,beer_and_wine,average,casual,2,FALSE,,,TRUE,,
1,Las Vegas,NV,36.1199703,-115.1545992,4.5,455,1812,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5010705,-73.5563354,4,5,9,TRUE,beer_and_wine,,casual,2,FALSE,FALSE,,FALSE,,
1,Charlotte,NC,35.0950429,-80.864143,3,116,189,TRUE,beer_and_wine,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.2477616,-115.2096326,5,5,57,TRUE,none,,,2,,,,,,
1,Chandler,AZ,33.2770025,-111.8753357,4,132,639,TRUE,full_bar,loud,casual,2,FALSE,,,TRUE,TRUE,
1,Mesa,AZ,33.3805696,-111.7888113,3,38,109,FALSE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Pittsburgh,PA,40.4318095,-79.9232325,3.5,21,17,TRUE,none,,,1,,,,,,
1,North Las Vegas,NV,36.30003,-115.14181,3,51,92,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
0,Glendale,AZ,33.6386021,-112.2035449,4,24,170,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.4303589,-79.9773691,3,7,14,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,33.393199,-111.97627,2.5,11,31,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Montral,QC,45.5076538,-73.5603076,2.5,3,4,TRUE,none,quiet,casual,2,,TRUE,,FALSE,,
1,Las Vegas,NV,36.11738582,-115.1735696,3.5,49,204,TRUE,full_bar,loud,,2,,,yes,FALSE,,
1,Pittsburgh,PA,40.43798717,-80.00210519,4,12,8,TRUE,none,average,casual,1,FALSE,,,TRUE,,
1,Las Vegas,NV,36.1221908,-115.2088623,4,224,954,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Las Vegas,NV,36.20009658,-115.2816439,4,176,775,TRUE,beer_and_wine,average,casual,2,FALSE,,,FALSE,FALSE,
1,Litchfield Park,AZ,33.4940045,-112.3376344,3.5,44,95,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Montral,QC,45.51091885,-73.57022596,5,8,6,TRUE,none,quiet,casual,2,,TRUE,,TRUE,,
1,Las Vegas,NV,36.1577649,-115.1371441,3.5,16,27,TRUE,none,quiet,casual,2,,FALSE,,TRUE,TRUE,
0,Pittsburgh,PA,40.4380885,-79.9219196,4.5,81,428,TRUE,none,,,1,,,,TRUE,,
0,Charlotte,NC,35.32956696,-80.82621765,4,13,96,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,North Las Vegas,NV,36.23892554,-115.162763,3,13,64,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Cave Creek,AZ,33.829967,-111.932838,3,12,11,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
0,Las Vegas,NV,36.1075578,-115.1812167,4.5,6,3,TRUE,none,,,3,TRUE,,,,TRUE,
1,Charlotte,NC,35.062218,-80.773346,3,7,35,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,,
1,Mesa,AZ,33.3635956,-111.6706659,3,8,36,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Scottsdale,AZ,33.62661576,-111.9250406,3.5,89,357,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Champaign,IL,40.1171251,-88.2426687,3.5,175,189,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,FALSE
1,Charlotte,NC,35.225906,-80.846624,4,20,53,TRUE,full_bar,,casual,2,FALSE,TRUE,outdoor,TRUE,,
0,Pittsburgh,PA,40.3928423,-80.0183817,3.5,3,6,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Pittsburgh,PA,40.41446048,-79.92305346,2.5,32,83,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,36.1147452,-115.1084176,3.5,7,37,TRUE,full_bar,average,,1,FALSE,FALSE,yes,FALSE,,
1,Las Vegas,NV,36.0415696,-115.1722727,3,17,93,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Charlotte,NC,35.246722,-80.805909,4,198,375,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Mesa,AZ,33.3936604,-111.6927462,3,59,179,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Edinburgh,EDH,55.9434431,-3.184365381,4.5,29,19,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Gilbert,AZ,33.378473,-111.804451,3.5,46,192,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Mesa,AZ,33.416723,-111.698453,3.5,11,11,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Madison,WI,43.0923755,-89.3553244,4,146,303,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Montral,QC,45.4972383,-73.575863,3.5,39,36,TRUE,full_bar,quiet,casual,3,TRUE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.655094,-112.133468,2,6,62,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Henderson,NV,36.0738472,-115.072077,3.5,70,641,TRUE,none,,,1,,TRUE,,,,
0,Las Vegas,NV,36.195696,-115.040472,4,3,5,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.2171931,-115.2449057,3.5,4,4,FALSE,none,,,2,,,,FALSE,,
0,Las Vegas,NV,36.1591886,-115.2335289,2,11,87,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,,
0,Las Vegas,NV,36.1025618,-115.169277,4.5,8,32,TRUE,full_bar,quiet,dressy,4,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.0922493,-115.208489,3.5,18,200,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
1,Las Vegas,NV,36.158472,-115.123067,4.5,4,13,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Edinburgh,EDH,55.9669284,-3.1743183,4,13,8,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.450047,-112.075677,4,4,11,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.051991,-115.17155,4,54,596,TRUE,none,,,1,,,,,,
1,Tempe,AZ,33.441124,-111.927581,3.5,30,32,FALSE,full_bar,average,casual,1,FALSE,FALSE,,TRUE,,
1,Scottsdale,AZ,33.494295,-111.924219,3,130,854,TRUE,full_bar,average,casual,2,TRUE,FALSE,outdoor,TRUE,FALSE,TRUE
0,Scottsdale,AZ,33.6297694,-111.8875115,3.5,21,125,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.116692,-80.962647,3.5,93,227,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.79969401,-112.1286818,5,6,7,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,36.041297,-115.1523787,2.5,12,23,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.05703,-80.85165,3.5,16,5,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,,
0,Middleton,WI,43.094876,-89.51625,4,39,121,TRUE,none,,,1,,,,,,
1,Henderson,NV,35.9719102,-114.9110812,3.5,14,29,TRUE,full_bar,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.157022,-80.875422,3,9,63,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Tempe,AZ,33.34869371,-111.9626066,4,141,707,TRUE,full_bar,loud,casual,2,FALSE,,,TRUE,TRUE,
1,Las Vegas,NV,36.107456,-115.154103,3.5,53,103,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Madison,WI,43.0830865,-89.4757133,4,55,11,FALSE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,FALSE
0,Montral,QC,45.5247585,-73.5846209,4,25,58,TRUE,none,,,2,,,,TRUE,,
1,Las Vegas,NV,36.2811,-115.3036,3.5,20,32,FALSE,none,average,casual,2,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.11599166,-115.171309,3,165,429,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
0,Las Vegas,NV,36.1265084,-115.2182851,3.5,6,17,TRUE,none,,,1,,,,FALSE,,
1,Phoenix,AZ,33.6246859,-112.014764,3.5,19,93,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
1,Phoenix,AZ,33.4462721,-112.0893682,4,19,15,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,33.317959,-111.975646,3,91,305,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Montreal,QC,45.4979802,-73.5730706,3,11,27,TRUE,full_bar,loud,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.519674,-73.5549453,2,6,5,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Gilbert,AZ,33.30090583,-111.7435312,3.5,72,274,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.0332529,-115.2066271,2.5,3,21,TRUE,none,,,,,,,,,
1,Charlotte,NC,35.256247,-80.791094,3.5,9,19,TRUE,none,,casual,1,,,,,,
1,Peoria,AZ,33.6377784,-112.2308238,2,27,138,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1186973,-115.1542695,4,294,821,TRUE,full_bar,average,casual,2,TRUE,FALSE,outdoor,TRUE,TRUE,TRUE
1,Charlotte,NC,35.219977,-80.813249,4.5,45,249,TRUE,full_bar,loud,,1,,,outdoor,TRUE,,
0,Montral,QC,45.5095357,-73.5737875,4,10,20,TRUE,none,,,1,,,,TRUE,,
0,Las Vegas,NV,36.099004,-115.16522,3,14,53,TRUE,none,,,2,,,,,,
0,Montreal,QC,45.4798213,-73.5774698,4,3,6,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1253063,-115.2198749,4.5,99,228,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,TRUE,TRUE,TRUE
1,Musselburgh,ELN,55.93511011,-3.094542306,2.5,6,8,TRUE,full_bar,average,,3,,TRUE,,TRUE,,
1,Charlotte,NC,35.1069699,-80.806871,4.5,17,32,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,,FALSE,,
0,Henderson,NV,36.0713618,-115.0840718,4,5,6,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Buckeye,AZ,33.4369562,-112.5602301,2.5,5,46,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
0,Las Vegas,NV,36.0553457,-115.1721327,3,5,7,FALSE,none,,dressy,,FALSE,,,,FALSE,
1,Las Vegas,NV,36.1437858,-115.2266305,3.5,142,474,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.3192654,-111.9746413,4.5,3,12,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Goodyear,AZ,33.4508902,-112.3504684,3.5,68,225,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,North Las Vegas,NV,36.2877522,-115.1794229,2.5,3,34,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.0687779,-115.1768402,4.5,7,8,FALSE,none,,,1,,TRUE,,,,
0,Gilbert,AZ,33.28165695,-111.7889845,3,18,177,TRUE,none,,,2,,,,,,
1,Peoria,AZ,33.67302737,-112.2377493,4,36,119,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Sun Lakes,AZ,33.2181007,-111.8588719,4,44,49,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Montral,QC,45.5061135,-73.5638691,4.5,7,8,FALSE,full_bar,quiet,dressy,4,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,55.950525,-3.1776323,3,14,31,FALSE,none,loud,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Chandler,AZ,33.3224379,-111.8416345,4.5,121,276,TRUE,none,,casual,1,FALSE,TRUE,,TRUE,,
0,Charlotte,NC,35.201485,-80.7347214,4,4,18,TRUE,none,,,1,,,,,,
1,Maricopa,AZ,32.97846,-112.04232,4,8,10,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Edinburgh,EDH,55.9414275,-3.2033303,5,13,26,TRUE,none,,,2,,,,FALSE,,
1,Waterloo,ON,43.4763851,-80.5251994,4.5,8,10,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,,
1,Gilbert,AZ,33.30625008,-111.7601395,2.5,41,150,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Montreal,QC,45.4989148,-73.5727795,3,11,10,TRUE,none,loud,casual,2,FALSE,TRUE,,FALSE,,
0,North Las Vegas,NV,36.23931885,-115.2021027,2,8,17,TRUE,none,,casual,2,TRUE,,,FALSE,,
1,Chandler,AZ,33.3156271,-111.9690132,4,31,73,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Mesa,AZ,33.4335971,-111.8697775,3,17,58,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1150643,-115.2219817,3,9,22,TRUE,full_bar,loud,,,,,yes,FALSE,,
0,Charlotte,NC,35.2033798,-80.760422,4.5,3,3,TRUE,none,,,1,,TRUE,,,,
1,Pittsburgh,PA,40.4547833,-79.9460546,2,8,17,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Glendale,AZ,33.6397913,-112.2245556,3.5,3,6,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.1014779,-115.296366,3,8,12,FALSE,none,very_loud,,1,,FALSE,yes,FALSE,,
1,Las Vegas,NV,36.059982,-115.279878,3,12,94,TRUE,none,average,casual,4,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.5962271,-112.0359509,4,119,304,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Montral,QC,45.5033098,-73.5563263,3,19,21,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.31944792,-111.9833422,3.5,56,503,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,FALSE,TRUE
0,Las Vegas,NV,36.1369239,-115.163492,2.5,7,12,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,33.58348,-111.883526,3,60,311,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,FALSE
1,Casa Grande,AZ,32.8796554,-111.7301108,2.5,4,7,TRUE,none,average,casual,1,,TRUE,,FALSE,,
1,Litchfield Park,AZ,33.508506,-112.3428209,3,7,13,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Pittsburgh,PA,40.4556076,-80.0132552,4.5,50,110,TRUE,full_bar,average,,2,,,no,FALSE,,
1,Edinburgh,EDH,55.94530591,-3.186572939,3.5,18,62,TRUE,full_bar,average,,2,,,no,TRUE,,
0,Phoenix,AZ,33.479774,-111.977728,2.5,4,55,TRUE,none,,,1,,,,,,
1,Champaign,IL,40.12125,-88.242802,4,110,76,TRUE,full_bar,average,casual,2,,TRUE,,TRUE,,
1,Las Vegas,NV,36.1988542,-115.2659777,4,18,27,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.1693334,-115.1408524,3,29,215,TRUE,full_bar,very_loud,,2,,,yes,TRUE,,
1,Fort Mill,SC,35.07756968,-80.93439266,3,9,25,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,,TRUE,,
0,Las Vegas,NV,36.11581598,-115.2948039,4,5,108,TRUE,none,,,2,,TRUE,,,,
0,Peoria,AZ,33.63713,-112.218148,4,27,22,FALSE,none,,,1,,,,,,
1,Las Vegas,NV,36.12566015,-115.1851951,4,213,1021,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.4987692,-112.0834514,3,57,68,FALSE,none,quiet,casual,1,FALSE,FALSE,,TRUE,,
0,Surprise,AZ,33.63755338,-112.4243063,3,17,226,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Tempe,AZ,33.4329144,-111.9054505,3.5,87,426,TRUE,none,,,1,,TRUE,,,,
1,Scottsdale,AZ,33.50096761,-111.9285159,3.5,147,3057,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Monona,WI,43.0452285,-89.3261385,3,15,47,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Montreal,QC,45.4829458,-73.6296219,4,9,9,TRUE,full_bar,quiet,casual,2,FALSE,,,TRUE,,
1,Henderson,NV,36.025403,-115.046688,3,22,45,FALSE,none,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Champaign,IL,40.1100629,-88.231789,3.5,18,189,TRUE,none,,,2,,,,TRUE,,
0,Scottsdale,AZ,33.62717524,-111.8883543,3.5,3,10,TRUE,none,,,2,,,,TRUE,,
1,Montral,QC,45.4831985,-73.6298751,4.5,3,5,TRUE,none,,casual,2,TRUE,,,,,
1,Scottsdale,AZ,33.4925859,-111.9257988,3.5,84,189,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,TRUE,
0,Las Vegas,NV,36.1394497,-115.0946089,3.5,3,11,TRUE,full_bar,,,,,FALSE,,,,
1,Las Vegas,NV,36.10089,-115.20272,3.5,137,363,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Montral,QC,45.5325354,-73.574823,3,4,11,TRUE,none,,casual,2,TRUE,FALSE,,FALSE,,
1,Charlotte,NC,35.2203385,-80.8117491,3.5,293,676,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.4294377,-79.9849665,3.5,21,10,FALSE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,FALSE
1,Montral,QC,45.4982387,-73.6261052,4.5,5,3,TRUE,beer_and_wine,quiet,casual,3,,,,FALSE,FALSE,
1,Gilbert,AZ,33.320504,-111.7889,3,20,43,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Monona,WI,43.0477,-89.3246,3.5,4,10,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.2652659,-115.256993,4.5,111,753,TRUE,none,average,casual,1,FALSE,,,TRUE,FALSE,TRUE
1,Las Vegas,NV,36.1251674,-115.2975957,3,20,93,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.597213,-112.03605,4,248,865,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,TRUE
1,Madison,WI,43.0510005,-89.4737923,3.5,153,483,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,TRUE,
1,Montral,QC,45.524823,-73.6253509,4.5,31,40,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Scottsdale,AZ,33.502239,-111.9325368,3,161,361,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Las Vegas,NV,36.2234468,-115.2173307,3,8,51,TRUE,none,loud,casual,,,,yes,,,
1,Charlotte,NC,35.222791,-80.833312,4,5,12,FALSE,full_bar,average,,1,,,outdoor,TRUE,,
0,Tempe,AZ,33.3616642,-111.9096233,4.5,15,351,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1044875,-115.1767584,2,28,217,TRUE,none,,,2,,,,FALSE,,
1,Henderson,NV,36.0408735,-115.0298797,3.5,48,309,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
0,San Tan Valley,AZ,33.24967942,-111.5627074,3.5,18,23,FALSE,none,average,casual,2,TRUE,FALSE,,FALSE,TRUE,
0,Charlotte,NC,35.2808876,-80.7935579,2.5,3,4,FALSE,none,,casual,,,,,,,
1,Henderson,NV,36.0657905,-115.0462522,3.5,118,274,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Tempe,AZ,33.3496,-111.912291,4,9,79,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.5239086,-112.1029346,4.5,101,163,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Gila Bend,AZ,32.9487058,-112.7100655,3,5,13,FALSE,none,,,1,,,,,,
1,Montral,QC,45.508167,-73.5600051,3.5,16,14,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1373,-115.3519,3,9,59,TRUE,none,loud,casual,1,FALSE,,,TRUE,,
1,Gilbert,AZ,33.3359562,-111.755876,2,4,22,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Goodyear,AZ,33.46355,-112.35742,2.5,14,64,FALSE,full_bar,loud,casual,2,,,,TRUE,,
1,Las Vegas,NV,36.20262893,-115.1196545,3.5,23,115,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.457666,-79.928882,3,17,5,FALSE,none,average,casual,2,FALSE,FALSE,,TRUE,,FALSE
1,Glendale,AZ,33.7143083,-112.1399378,3.5,52,223,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.1057107,-115.2022722,3,15,70,TRUE,none,very_loud,casual,1,FALSE,,,FALSE,TRUE,
0,Las Vegas,NV,36.27333,-115.2098898,3.5,8,173,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,36.1015732,-115.2969914,2.5,10,85,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Pittsburgh,PA,40.4846999,-79.947964,4.5,15,35,TRUE,none,,,1,,,,,,
1,Madison,WI,43.0738032,-89.3829847,4,18,19,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,TRUE,
0,Montral,QC,45.5378391,-73.6180866,3,14,24,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Scottsdale,AZ,33.6739752,-111.8879627,4,136,297,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,,TRUE
1,Gilbert,AZ,33.378718,-111.8115838,3,38,189,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Edinburgh,EDH,55.9548701,-3.196712,4.5,54,44,TRUE,full_bar,average,casual,3,,TRUE,no,FALSE,,
1,Montral,QC,45.5331381,-73.6060532,5,6,16,TRUE,full_bar,average,,1,,TRUE,no,TRUE,,
1,Las Vegas,NV,36.15080125,-115.205555,5,15,52,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,,
1,Charlotte,NC,35.2245882,-80.8464606,3,48,133,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Montreal,QC,45.5226427,-73.601665,3.5,13,13,TRUE,full_bar,very_loud,casual,2,TRUE,TRUE,,FALSE,,
1,Paradise Valley,AZ,33.602086,-111.988061,4.5,3,18,FALSE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Phoenix,AZ,33.455418,-111.987786,3.5,150,601,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.123033,-115.208765,4,13,25,FALSE,none,average,casual,1,FALSE,FALSE,,TRUE,,
1,Las Vegas,NV,36.120894,-115.171448,3,68,202,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Gilbert,AZ,33.233811,-111.7226815,3.5,7,83,TRUE,none,,,2,,,,,,
0,Chandler,AZ,33.3190309,-111.8743502,4,15,57,FALSE,none,,,1,,,,,,
1,Phoenix,AZ,33.465772,-112.082382,3.5,162,449,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Montral,QC,45.506737,-73.5530085,3,63,146,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,,
1,Gilbert,AZ,33.3817648,-111.7217595,4,86,225,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Phoenix,AZ,33.3050269,-111.998627,3.5,4,7,TRUE,none,average,casual,1,TRUE,,,TRUE,,
1,Charlotte,NC,35.201494,-80.843674,3.5,117,226,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,33.63523623,-111.9235691,3.5,77,192,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.6395011,-112.0717684,4,29,107,FALSE,none,,,2,,,,,,
1,Phoenix,AZ,33.4552907,-111.9878697,3.5,44,272,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Madison,WI,43.0745324,-89.3806537,3.5,65,138,TRUE,full_bar,loud,casual,2,,TRUE,no,TRUE,TRUE,
1,Scottsdale,AZ,33.581867,-111.881625,2.5,8,88,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,33.421753,-111.94249,4,95,157,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,TRUE
0,Las Vegas,NV,36.0814598,-115.14373,2.5,39,564,TRUE,none,,,2,,TRUE,,FALSE,,
1,Las Vegas,NV,36.1185522,-115.1546953,4.5,1352,3241,FALSE,full_bar,loud,casual,2,FALSE,,,TRUE,TRUE,FALSE
0,Edinburgh,EDH,55.944394,-3.205776,3.5,12,21,TRUE,full_bar,quiet,,,,,,TRUE,,
0,Phoenix,AZ,33.5677316,-112.0722814,4.5,22,44,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,33.62031108,-111.8766584,3,15,54,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.449188,-112.0772,3,67,180,TRUE,full_bar,average,,2,,,outdoor,TRUE,,
